OrderID,OrderDate,Country,ProductCategory,Model,Gender,Size,SalesChannel,Quantity,UnitPrice,DiscountPercent,Revenue
296,2024-09-05,USA,Lifestyle,Air Max 90,Women,8,Online,2,5831,0,11662.0
297,2025-10-05,UK,Running,Air Zoom Alphafly,Women,7,Retail Store,1,4329,15,3679.65
298,2025-07-05,Germany,Running,React Infinity Run,Women,9,Online,1,9266,10,8339.4
299,2024-11-08,India,Running,Air Zoom Pegasus,Women,8,Retail Store,3,8238,0,24714.0
300,2024-05-06,UK,Basketball,Air Jordan 1,Men,7,Retail Store,1,8722,20,6977.6
301,2025-10-08,UK,Training,Free Metcon,Unisex,6,Retail Store,2,12911,15,21948.7
302,2025-01-06,USA,Basketball,KD 16,Unisex,10,Online,1,14323,20,11458.4
303,2024-12-20,India,Training,Free Metcon,Men,6,Online,1,12708,20,10166.4
304,2025-07-14,Germany,Running,Air Zoom Alphafly,Unisex,7,Retail Store,2,11770,15,20009.0
305,2025-10-14,USA,Running,React Infinity Run,Unisex,11,Online,3,10131,10,27353.7
306,2024-03-24,USA,Running,Air Zoom Alphafly,Men,6,Retail Store,3,13781,15,35141.55
307,2024-08-31,USA,Lifestyle,Blazer Mid,Women,7,Retail Store,2,7080,20,11328.0
308,2025-11-28,UK,Lifestyle,Blazer Mid,Women,8,Retail Store,1,4502,15,3826.7
309,2025-02-05,USA,Training,Free Metcon,Men,9,Retail Store,2,12009,20,19214.4
310,2024-06-05,India,Basketball,Air Jordan 1,Unisex,7,Retail Store,3,5050,5,14392.5
311,2024-04-26,Germany,Lifestyle,Air Force 1,Men,7,Online,2,9484,20,15174.4
312,2025-06-05,USA,Basketball,KD 16,Men,7,Retail Store,1,8018,5,7617.1
313,2024-01-08,UK,Lifestyle,Blazer Mid,Men,8,Retail Store,3,7367,20,17680.8
314,2024-10-25,Germany,Lifestyle,Air Force 1,Women,8,Retail Store,2,5573,10,10031.4
315,2025-01-27,USA,Running,Air Zoom Pegasus,Women,9,Online,1,9302,10,8371.8
316,2024-08-24,UK,Training,Free Metcon,Women,11,Online,3,5211,15,13288.05
317,2024-12-04,India,Training,Free Metcon,Unisex,8,Online,3,5160,5,14706.0
318,2025-04-15,UK,Lifestyle,Blazer Mid,Men,8,Online,2,6383,20,10212.8
319,2024-09-23,Germany,Training,Metcon 9,Unisex,9,Retail Store,1,8635,15,7339.75
320,2025-11-18,Germany,Training,Air Zoom TR,Women,9,Retail Store,1,5079,5,4825.05
321,2024-05-07,Germany,Basketball,LeBron 21,Unisex,11,Retail Store,3,12370,5,35254.5
322,2024-06-14,India,Training,Metcon 9,Men,11,Retail Store,1,5473,0,5473.0
323,2025-03-29,Germany,Basketball,LeBron 21,Unisex,8,Online,1,9697,5,9212.15
324,2024-09-04,UK,Basketball,KD 16,Women,8,Online,1,4419,0,4419.0
325,2025-06-19,Germany,Running,Air Zoom Alphafly,Men,8,Retail Store,1,9283,0,9283.0
326,2025-01-31,India,Running,Air Zoom Pegasus,Women,11,Online,3,14715,0,44145.0
327,2024-01-18,UK,Basketball,LeBron 21,Women,7,Retail Store,2,5340,0,10680.0
328,2024-09-07,USA,Basketball,LeBron 21,Men,10,Online,1,9137,5,8680.15
329,2024-01-07,USA,Basketball,KD 16,Men,8,Retail Store,3,11855,20,28452.0
330,2025-10-24,Germany,Running,Air Zoom Alphafly,Women,7,Online,3,4187,20,10048.8
331,2025-04-06,UK,Running,React Infinity Run,Unisex,7,Retail Store,1,6758,0,6758.0
332,2025-12-30,UK,Basketball,Air Jordan 1,Men,7,Online,2,10431,10,18775.8
333,2024-12-09,Germany,Lifestyle,Air Max 90,Women,10,Online,1,13996,20,11196.8
334,2025-09-09,USA,Lifestyle,Air Max 90,Unisex,6,Online,2,4832,20,7731.2
335,2025-10-16,UK,Training,Air Zoom TR,Women,9,Online,1,12953,10,11657.7
336,2024-12-26,USA,Lifestyle,Air Force 1,Unisex,10,Online,3,7785,10,21019.5
337,2024-09-12,India,Running,Air Zoom Pegasus,Women,11,Retail Store,1,11750,10,10575.0
338,2025-05-06,UK,Lifestyle,Air Max 90,Men,9,Retail Store,1,8233,5,7821.35
339,2024-12-10,UK,Lifestyle,Air Force 1,Men,6,Online,2,12007,15,20411.9
340,2025-07-18,Germany,Basketball,LeBron 21,Women,9,Retail Store,1,6731,15,5721.35
341,2024-02-16,Germany,Basketball,KD 16,Women,9,Retail Store,3,13255,10,35788.5
342,2025-12-01,India,Lifestyle,Blazer Mid,Men,9,Retail Store,2,9205,20,14728.0
343,2025-12-01,Germany,Basketball,KD 16,Unisex,9,Retail Store,1,4768,10,4291.2
344,2024-03-02,USA,Training,Metcon 9,Unisex,10,Retail Store,3,13596,15,34669.8
345,2025-03-06,USA,Lifestyle,Blazer Mid,Men,7,Online,1,8355,5,7937.25
346,2025-11-19,India,Training,Free Metcon,Unisex,7,Online,3,5331,0,15993.0
347,2025-04-16,Germany,Training,Air Zoom TR,Men,10,Retail Store,3,10939,0,32817.0
348,2024-10-19,UK,Lifestyle,Air Force 1,Women,7,Retail Store,3,4480,20,10752.0
349,2024-03-06,Germany,Running,Air Zoom Alphafly,Men,11,Retail Store,1,6793,20,5434.4
350,2024-01-16,India,Running,Air Zoom Pegasus,Women,8,Online,3,12011,20,28826.4
351,2025-07-14,USA,Training,Free Metcon,Women,9,Online,1,9790,15,8321.5
352,2025-12-10,India,Lifestyle,Air Force 1,Women,6,Retail Store,2,12209,15,20755.3
353,2024-01-25,Germany,Lifestyle,Air Force 1,Unisex,9,Retail Store,3,8962,5,25541.7
354,2024-02-25,India,Running,React Infinity Run,Women,10,Retail Store,1,8080,10,7272.0
355,2025-10-31,UK,Basketball,Air Jordan 1,Unisex,8,Retail Store,2,8320,0,16640.0
356,2025-06-11,India,Lifestyle,Blazer Mid,Unisex,10,Retail Store,3,5892,10,15908.4
357,2025-05-19,UK,Running,Air Zoom Pegasus,Men,7,Retail Store,2,7424,20,11878.4
358,2025-01-12,India,Running,Air Zoom Pegasus,Women,8,Retail Store,3,6015,5,17142.75
359,2024-05-13,India,Basketball,LeBron 21,Unisex,6,Retail Store,1,8833,5,8391.35
360,2024-10-27,UK,Running,React Infinity Run,Women,6,Retail Store,2,11412,10,20541.6
361,2024-12-23,India,Training,Metcon 9,Unisex,7,Retail Store,2,14315,10,25767.0
362,2024-03-08,Germany,Training,Metcon 9,Women,11,Online,3,8412,15,21450.6
363,2024-01-06,Germany,Running,React Infinity Run,Unisex,11,Retail Store,1,14051,0,14051.0
364,2024-01-19,UK,Training,Air Zoom TR,Women,8,Online,2,11902,15,20233.4
365,2024-05-23,India,Running,Air Zoom Alphafly,Unisex,9,Retail Store,2,5189,20,8302.4
366,2025-10-19,India,Basketball,LeBron 21,Women,10,Retail Store,3,11342,0,34026.0
367,2025-03-19,USA,Lifestyle,Blazer Mid,Unisex,11,Online,3,10884,0,32652.0
368,2024-07-22,USA,Running,React Infinity Run,Men,8,Online,2,5741,0,11482.0
369,2025-07-04,USA,Running,React Infinity Run,Unisex,11,Online,2,9369,20,14990.4
370,2025-04-06,UK,Running,Air Zoom Pegasus,Women,11,Online,3,13089,20,31413.6
371,2025-06-25,India,Lifestyle,Air Max 90,Women,11,Online,3,7215,5,20562.75
372,2025-11-04,USA,Training,Free Metcon,Men,11,Retail Store,3,13891,0,41673.0
373,2024-01-08,India,Lifestyle,Blazer Mid,Men,10,Retail Store,2,4232,15,7194.4
374,2024-07-25,India,Training,Metcon 9,Women,9,Retail Store,3,14916,5,42510.6
375,2024-08-19,India,Running,React Infinity Run,Women,7,Retail Store,2,5391,20,8625.6
376,2024-09-07,UK,Training,Metcon 9,Men,10,Retail Store,1,14730,10,13257.0
377,2025-06-21,India,Lifestyle,Blazer Mid,Unisex,7,Retail Store,3,4889,5,13933.65
378,2024-11-05,USA,Running,Air Zoom Pegasus,Women,8,Retail Store,1,13911,15,11824.35
379,2025-05-21,Germany,Basketball,Air Jordan 1,Men,9,Retail Store,1,4731,15,4021.35
380,2024-01-09,USA,Basketball,KD 16,Unisex,7,Online,2,11025,5,20947.5
381,2025-03-26,USA,Running,React Infinity Run,Men,8,Retail Store,3,11624,5,33128.4
382,2024-08-07,Germany,Running,React Infinity Run,Men,8,Online,3,7718,0,23154.0
383,2025-05-06,USA,Basketball,LeBron 21,Unisex,6,Retail Store,3,9008,5,25672.8
384,2025-04-10,UK,Lifestyle,Blazer Mid,Men,6,Retail Store,3,9229,20,22149.6
385,2025-05-12,Germany,Basketball,LeBron 21,Unisex,10,Online,2,6415,15,10905.5
386,2025-10-28,India,Lifestyle,Blazer Mid,Unisex,7,Retail Store,2,11171,0,22342.0
387,2025-11-19,India,Running,React Infinity Run,Women,11,Online,2,8261,5,15695.9
388,2024-09-15,Germany,Training,Free Metcon,Women,9,Retail Store,3,7088,15,18074.4
389,2025-01-22,USA,Training,Air Zoom TR,Men,10,Online,3,6590,20,15816.0
390,2024-12-18,UK,Training,Air Zoom TR,Men,6,Online,2,6978,10,12560.4
391,2024-04-26,Germany,Lifestyle,Air Max 90,Women,7,Online,2,11022,20,17635.2
392,2025-12-16,India,Training,Metcon 9,Men,11,Retail Store,2,12047,0,24094.0
393,2024-07-07,UK,Training,Metcon 9,Men,7,Retail Store,1,12090,10,10881.0
394,2024-07-18,India,Running,React Infinity Run,Women,6,Online,1,10645,10,9580.5
395,2025-01-27,Germany,Training,Free Metcon,Women,7,Online,3,5995,20,14388.0
396,2024-10-09,USA,Lifestyle,Air Force 1,Women,10,Retail Store,3,11145,0,33435.0
397,2024-03-10,India,Lifestyle,Blazer Mid,Unisex,11,Online,3,13554,20,32529.6
398,2024-08-09,USA,Training,Air Zoom TR,Unisex,10,Online,3,12107,0,36321.0
399,2024-01-01,USA,Training,Free Metcon,Women,8,Retail Store,3,5884,0,17652.0
400,2024-07-15,UK,Lifestyle,Air Max 90,Unisex,9,Online,3,10747,10,29016.9
401,2024-12-09,USA,Running,Air Zoom Pegasus,Women,6,Retail Store,2,6186,10,11134.8
402,2024-11-14,USA,Running,React Infinity Run,Men,11,Retail Store,3,13984,0,41952.0
403,2025-07-10,Germany,Basketball,KD 16,Unisex,6,Retail Store,1,12904,20,10323.2
404,2025-01-02,Germany,Training,Air Zoom TR,Men,6,Online,2,10572,10,19029.6
405,2025-09-25,India,Basketball,LeBron 21,Women,9,Online,1,13696,15,11641.6
406,2024-04-13,UK,Lifestyle,Blazer Mid,Unisex,8,Retail Store,3,5909,15,15067.95
407,2024-07-08,Germany,Basketball,KD 16,Women,8,Retail Store,3,11218,0,33654.0
408,2024-10-17,UK,Lifestyle,Blazer Mid,Men,11,Retail Store,3,14880,5,42408.0
409,2024-01-08,India,Training,Free Metcon,Women,10,Retail Store,3,4756,0,14268.0
410,2025-01-11,USA,Running,Air Zoom Pegasus,Unisex,8,Online,2,10852,20,17363.2
411,2024-11-14,Germany,Basketball,LeBron 21,Unisex,9,Online,3,4901,0,14703.0
412,2025-05-07,Germany,Training,Air Zoom TR,Women,6,Retail Store,3,14268,20,34243.2
413,2025-02-16,USA,Running,React Infinity Run,Women,6,Retail Store,2,12655,5,24044.5
414,2025-03-19,UK,Lifestyle,Air Force 1,Women,7,Retail Store,2,8008,0,16016.0
415,2025-08-21,Germany,Running,Air Zoom Pegasus,Women,11,Retail Store,1,4496,15,3821.6
416,2024-04-12,USA,Running,React Infinity Run,Unisex,7,Retail Store,1,8253,15,7015.05
417,2025-05-17,Germany,Running,Air Zoom Alphafly,Women,11,Retail Store,2,9065,10,16317.0
418,2025-01-09,UK,Basketball,KD 16,Men,6,Retail Store,1,5793,15,4924.05
419,2024-10-09,Germany,Lifestyle,Air Max 90,Women,8,Online,3,8761,10,23654.7
420,2025-08-26,UK,Lifestyle,Air Max 90,Unisex,9,Online,2,8350,5,15865.0
421,2024-09-04,India,Basketball,LeBron 21,Unisex,6,Retail Store,3,5883,10,15884.1
422,2025-10-26,USA,Lifestyle,Air Force 1,Unisex,6,Retail Store,2,12381,15,21047.7
423,2025-12-10,UK,Basketball,KD 16,Men,7,Retail Store,1,4755,15,4041.75
424,2024-02-14,India,Training,Metcon 9,Men,7,Online,1,14027,20,11221.6
425,2025-03-17,India,Lifestyle,Air Max 90,Women,7,Retail Store,3,8060,20,19344.0
426,2024-09-10,India,Training,Air Zoom TR,Men,7,Retail Store,2,11378,5,21618.2
427,2024-12-19,Germany,Basketball,KD 16,Men,6,Online,1,11130,10,10017.0
428,2024-10-11,USA,Running,Air Zoom Pegasus,Men,8,Retail Store,1,9789,10,8810.1
429,2025-05-14,Germany,Training,Metcon 9,Women,8,Retail Store,3,5145,10,13891.5
430,2025-07-04,Germany,Training,Free Metcon,Unisex,11,Retail Store,3,11548,0,34644.0
431,2024-02-13,UK,Training,Free Metcon,Men,10,Retail Store,1,5864,20,4691.2
432,2025-05-02,USA,Basketball,KD 16,Women,8,Retail Store,1,6409,20,5127.2
433,2025-04-02,Germany,Lifestyle,Air Force 1,Women,11,Online,3,5461,20,13106.4
434,2024-12-06,Germany,Basketball,KD 16,Women,9,Retail Store,1,4994,10,4494.6
435,2024-10-26,UK,Running,React Infinity Run,Unisex,7,Retail Store,3,4007,15,10217.85
436,2025-01-10,UK,Lifestyle,Blazer Mid,Unisex,6,Retail Store,2,6316,20,10105.6
437,2024-07-15,UK,Running,Air Zoom Pegasus,Unisex,7,Retail Store,3,10204,20,24489.6
438,2025-03-26,India,Lifestyle,Blazer Mid,Women,7,Online,3,12744,20,30585.6
439,2024-07-25,UK,Basketball,LeBron 21,Unisex,7,Retail Store,3,12104,5,34496.4
440,2025-04-01,UK,Lifestyle,Blazer Mid,Women,9,Online,2,7970,10,14346.0
441,2024-12-14,UK,Running,React Infinity Run,Unisex,7,Retail Store,3,11416,5,32535.6
442,2025-10-17,India,Basketball,LeBron 21,Unisex,8,Online,1,5897,10,5307.3
443,2024-02-13,India,Basketball,LeBron 21,Women,11,Retail Store,1,12464,5,11840.8
444,2025-01-11,UK,Basketball,Air Jordan 1,Women,8,Online,1,8374,15,7117.9
445,2024-02-08,UK,Basketball,KD 16,Women,6,Online,1,11255,10,10129.5
446,2024-07-07,UK,Training,Metcon 9,Women,10,Online,2,8867,0,17734.0
447,2024-09-16,USA,Basketball,Air Jordan 1,Women,10,Retail Store,1,14979,10,13481.1
448,2025-01-08,Germany,Lifestyle,Blazer Mid,Men,6,Online,2,6550,5,12445.0
449,2025-01-10,UK,Basketball,KD 16,Men,6,Online,2,10686,5,20303.4
450,2024-08-28,Germany,Running,Air Zoom Pegasus,Unisex,6,Retail Store,1,9353,5,8885.35
451,2024-10-14,India,Lifestyle,Air Force 1,Unisex,11,Online,3,5666,15,14448.3
452,2025-10-14,Germany,Lifestyle,Air Force 1,Unisex,11,Online,2,10172,0,20344.0
453,2025-09-01,USA,Lifestyle,Blazer Mid,Unisex,11,Online,3,10305,20,24732.0
454,2024-03-02,India,Basketball,Air Jordan 1,Women,6,Retail Store,1,11238,10,10114.2
455,2024-05-29,India,Running,Air Zoom Alphafly,Women,7,Retail Store,2,14482,5,27515.8
456,2024-03-24,Germany,Lifestyle,Air Force 1,Unisex,6,Online,1,12664,20,10131.2
457,2024-06-10,UK,Running,Air Zoom Alphafly,Unisex,6,Retail Store,2,11042,5,20979.8
458,2025-10-02,India,Running,React Infinity Run,Women,11,Retail Store,3,6970,15,17773.5
459,2024-03-24,Germany,Basketball,KD 16,Unisex,11,Retail Store,3,11824,0,35472.0
460,2024-02-02,Germany,Running,React Infinity Run,Men,6,Retail Store,2,7185,5,13651.5
461,2025-01-28,Germany,Training,Air Zoom TR,Men,7,Retail Store,3,10651,0,31953.0
462,2025-07-27,Germany,Training,Metcon 9,Men,11,Online,2,9154,0,18308.0
463,2025-11-20,Germany,Training,Air Zoom TR,Women,9,Retail Store,3,5525,0,16575.0
464,2024-08-13,Germany,Basketball,LeBron 21,Unisex,8,Online,3,11192,0,33576.0
465,2024-09-22,Germany,Training,Air Zoom TR,Men,10,Online,3,7083,20,16999.2
466,2024-11-02,USA,Running,React Infinity Run,Women,10,Online,1,13650,15,11602.5
467,2024-03-06,Germany,Training,Air Zoom TR,Women,6,Retail Store,1,8181,15,6953.85
468,2025-11-05,UK,Training,Metcon 9,Women,9,Online,3,7395,15,18857.25
469,2024-12-07,UK,Training,Air Zoom TR,Women,9,Online,2,6810,20,10896.0
470,2025-08-07,USA,Running,React Infinity Run,Men,8,Online,1,10071,0,10071.0
471,2025-11-07,Germany,Running,Air Zoom Pegasus,Women,9,Retail Store,2,7514,0,15028.0
472,2025-10-02,Germany,Basketball,KD 16,Unisex,9,Online,1,11507,5,10931.65
473,2025-09-16,India,Running,Air Zoom Pegasus,Women,9,Retail Store,3,5377,10,14517.9
474,2025-11-22,Germany,Lifestyle,Blazer Mid,Women,9,Online,2,9024,5,17145.6
475,2024-12-26,Germany,Training,Metcon 9,Women,8,Online,2,9756,0,19512.0
476,2024-08-07,USA,Lifestyle,Air Force 1,Unisex,11,Retail Store,2,7937,15,13492.9
477,2024-12-20,Germany,Training,Free Metcon,Women,10,Retail Store,3,9897,5,28206.45
478,2024-09-23,Germany,Basketball,KD 16,Unisex,7,Retail Store,1,5750,10,5175.0
479,2024-07-01,UK,Training,Air Zoom TR,Unisex,7,Online,1,8027,0,8027.0
480,2024-12-06,USA,Lifestyle,Air Force 1,Unisex,7,Retail Store,2,9064,15,15408.8
481,2025-09-17,USA,Basketball,Air Jordan 1,Women,10,Retail Store,3,7397,5,21081.45
482,2025-02-07,India,Training,Air Zoom TR,Women,8,Online,2,5941,20,9505.6
483,2025-08-28,USA,Basketball,KD 16,Unisex,8,Online,2,13436,5,25528.4
484,2024-11-18,USA,Lifestyle,Blazer Mid,Men,10,Online,3,4770,15,12163.5
485,2024-09-27,Germany,Basketball,LeBron 21,Women,11,Online,2,5660,15,9622.0
486,2025-06-19,USA,Training,Free Metcon,Unisex,8,Retail Store,2,11102,0,22204.0
487,2024-11-19,Germany,Training,Free Metcon,Women,8,Online,3,4331,0,12993.0
488,2024-04-02,India,Training,Free Metcon,Unisex,8,Online,3,8931,15,22774.05
489,2024-02-12,Germany,Lifestyle,Air Force 1,Women,8,Online,3,10025,10,27067.5
490,2025-03-14,USA,Lifestyle,Blazer Mid,Women,11,Online,1,9113,15,7746.05
491,2025-06-28,Germany,Training,Free Metcon,Men,6,Retail Store,2,6865,5,13043.5
492,2025-06-13,India,Lifestyle,Air Force 1,Unisex,8,Online,2,10185,0,20370.0
493,2025-05-20,Germany,Basketball,KD 16,Women,8,Online,2,4277,15,7270.9
494,2024-01-23,India,Lifestyle,Blazer Mid,Men,9,Online,3,4065,0,12195.0
495,2025-04-29,USA,Lifestyle,Blazer Mid,Unisex,9,Online,3,11989,0,35967.0
496,2024-03-27,Germany,Training,Free Metcon,Unisex,10,Retail Store,2,8692,10,15645.6
497,2024-06-29,Germany,Running,React Infinity Run,Unisex,8,Online,3,8419,0,25257.0
498,2025-05-30,USA,Basketball,KD 16,Men,9,Retail Store,3,5437,20,13048.8
499,2024-09-09,USA,Basketball,KD 16,Women,9,Online,3,14969,0,44907.0
500,2024-04-21,UK,Training,Metcon 9,Women,9,Online,1,9731,10,8757.9
501,2025-07-17,USA,Running,React Infinity Run,Unisex,9,Retail Store,2,12584,15,21392.8
502,2025-11-29,Germany,Lifestyle,Blazer Mid,Women,8,Retail Store,2,10629,20,17006.4
503,2025-06-02,UK,Lifestyle,Air Force 1,Unisex,9,Retail Store,2,11876,15,20189.2
504,2024-09-20,India,Lifestyle,Air Max 90,Women,7,Retail Store,2,12324,10,22183.2
505,2025-02-19,UK,Lifestyle,Blazer Mid,Women,11,Online,1,4264,20,3411.2
506,2024-10-21,India,Lifestyle,Air Force 1,Men,7,Online,2,5434,5,10324.6
507,2024-05-03,Germany,Lifestyle,Air Max 90,Women,7,Online,2,5660,5,10754.0
508,2025-08-31,Germany,Lifestyle,Air Max 90,Men,7,Online,1,6354,5,6036.3
509,2025-08-27,UK,Basketball,KD 16,Unisex,11,Retail Store,2,10461,0,20922.0
510,2025-04-09,India,Running,Air Zoom Pegasus,Unisex,7,Retail Store,1,9497,10,8547.3
511,2025-10-02,Germany,Lifestyle,Air Force 1,Women,6,Retail Store,3,8926,0,26778.0
512,2025-11-14,UK,Training,Metcon 9,Women,7,Online,3,10065,20,24156.0
513,2024-03-05,UK,Lifestyle,Blazer Mid,Unisex,7,Retail Store,3,7631,10,20603.7
514,2024-03-06,USA,Training,Metcon 9,Men,11,Online,3,14057,5,40062.45
515,2025-03-08,India,Lifestyle,Air Force 1,Men,9,Retail Store,2,6218,10,11192.4
516,2024-04-06,India,Basketball,Air Jordan 1,Unisex,9,Retail Store,1,5249,0,5249.0
517,2025-11-28,USA,Running,Air Zoom Alphafly,Unisex,9,Online,3,9712,10,26222.4
518,2024-08-30,India,Training,Metcon 9,Men,6,Online,2,14588,10,26258.4
519,2024-03-15,USA,Training,Metcon 9,Women,9,Retail Store,1,8675,15,7373.75
520,2024-02-08,USA,Basketball,LeBron 21,Women,6,Online,2,8377,10,15078.6
521,2024-03-15,Germany,Basketball,Air Jordan 1,Unisex,11,Retail Store,3,6939,0,20817.0
522,2025-09-06,UK,Running,React Infinity Run,Women,10,Online,2,5031,0,10062.0
523,2025-03-16,USA,Lifestyle,Air Max 90,Unisex,8,Online,3,14730,20,35352.0
524,2024-07-06,Germany,Lifestyle,Blazer Mid,Women,8,Retail Store,1,11862,0,11862.0
525,2025-02-24,India,Basketball,LeBron 21,Women,8,Online,3,9202,20,22084.8
526,2024-02-20,USA,Basketball,KD 16,Men,11,Online,1,13609,15,11567.65
527,2024-08-13,UK,Basketball,LeBron 21,Unisex,8,Online,1,8727,0,8727.0
528,2025-11-27,UK,Running,Air Zoom Pegasus,Men,9,Online,1,14172,5,13463.4
529,2025-07-09,USA,Lifestyle,Air Force 1,Women,9,Online,2,9435,0,18870.0
530,2025-03-03,Germany,Running,Air Zoom Pegasus,Unisex,9,Online,2,11972,5,22746.8
531,2024-08-29,India,Lifestyle,Blazer Mid,Men,6,Online,2,13945,0,27890.0
532,2025-04-12,Germany,Training,Air Zoom TR,Unisex,9,Online,2,14951,20,23921.6
533,2025-01-24,USA,Training,Metcon 9,Men,7,Retail Store,1,7487,10,6738.3
534,2025-10-06,Germany,Lifestyle,Blazer Mid,Men,9,Retail Store,2,4890,10,8802.0
535,2025-09-18,India,Running,Air Zoom Pegasus,Men,10,Online,1,14257,20,11405.6
536,2024-05-25,USA,Running,React Infinity Run,Unisex,10,Retail Store,1,4740,5,4503.0
537,2025-08-14,UK,Lifestyle,Blazer Mid,Women,7,Online,2,6000,0,12000.0
538,2024-07-09,Germany,Training,Metcon 9,Women,7,Retail Store,3,14456,5,41199.6
539,2025-05-20,UK,Running,React Infinity Run,Unisex,7,Retail Store,3,11991,20,28778.4
540,2025-02-26,Germany,Running,Air Zoom Alphafly,Unisex,10,Online,1,13467,15,11446.95
541,2025-04-02,India,Lifestyle,Air Max 90,Women,8,Online,1,9935,15,8444.75
542,2024-10-13,Germany,Basketball,KD 16,Men,11,Online,2,13327,10,23988.6
543,2024-06-29,UK,Running,Air Zoom Alphafly,Men,7,Retail Store,2,8846,15,15038.2
544,2024-01-03,USA,Training,Free Metcon,Women,10,Retail Store,1,4569,20,3655.2
545,2025-02-04,USA,Basketball,Air Jordan 1,Men,10,Retail Store,2,12737,20,20379.2
546,2024-02-08,Germany,Training,Air Zoom TR,Unisex,11,Online,3,4270,0,12810.0
547,2024-12-08,Germany,Lifestyle,Air Max 90,Unisex,6,Online,2,12930,0,25860.0
548,2025-08-24,USA,Lifestyle,Air Max 90,Men,6,Online,2,12250,10,22050.0
549,2024-11-13,UK,Running,Air Zoom Alphafly,Women,9,Retail Store,3,8858,15,22587.9
550,2025-05-12,Germany,Training,Free Metcon,Unisex,8,Online,3,10999,20,26397.6
551,2024-01-13,USA,Running,Air Zoom Pegasus,Unisex,11,Retail Store,3,4120,20,9888.0
552,2024-09-10,Germany,Lifestyle,Air Force 1,Women,6,Retail Store,1,6303,20,5042.4
553,2024-08-23,UK,Running,Air Zoom Alphafly,Women,7,Online,3,11236,15,28651.8
554,2025-10-18,India,Running,Air Zoom Pegasus,Men,9,Retail Store,2,10929,10,19672.2
555,2025-09-03,India,Lifestyle,Blazer Mid,Men,11,Online,1,12177,5,11568.15
556,2024-11-08,USA,Lifestyle,Air Force 1,Women,6,Retail Store,2,6956,20,11129.6
557,2025-12-20,UK,Running,Air Zoom Pegasus,Unisex,6,Online,3,10436,20,25046.4
558,2025-07-02,Germany,Running,React Infinity Run,Unisex,10,Online,3,11614,10,31357.8
559,2024-04-02,UK,Basketball,Air Jordan 1,Men,9,Retail Store,3,14107,15,35972.85
560,2025-03-20,USA,Running,Air Zoom Alphafly,Unisex,11,Online,2,5809,5,11037.1
561,2025-06-11,USA,Basketball,KD 16,Women,6,Online,1,14512,0,14512.0
562,2024-03-25,Germany,Training,Metcon 9,Women,8,Online,1,10711,10,9639.9
563,2025-05-22,USA,Lifestyle,Blazer Mid,Unisex,9,Retail Store,2,8747,15,14869.9
564,2025-11-28,India,Lifestyle,Air Max 90,Men,9,Retail Store,3,14686,5,41855.1
565,2024-08-29,USA,Lifestyle,Blazer Mid,Women,8,Online,3,6507,15,16592.85
566,2024-02-16,USA,Basketball,Air Jordan 1,Women,6,Online,1,11494,15,9769.9
567,2025-06-11,USA,Basketball,LeBron 21,Men,6,Online,2,7705,10,13869.0
568,2025-06-24,USA,Lifestyle,Blazer Mid,Unisex,6,Online,3,13244,5,37745.4
569,2024-09-26,Germany,Basketball,KD 16,Men,10,Retail Store,1,11011,5,10460.45
570,2025-04-26,UK,Running,Air Zoom Pegasus,Unisex,7,Online,3,5207,0,15621.0
571,2024-04-20,India,Training,Air Zoom TR,Men,11,Retail Store,1,11073,20,8858.4
572,2024-02-08,Germany,Lifestyle,Air Force 1,Unisex,11,Retail Store,1,7718,10,6946.2
573,2024-10-10,USA,Basketball,KD 16,Unisex,8,Online,3,6693,5,19075.05
574,2025-09-07,USA,Basketball,LeBron 21,Unisex,10,Retail Store,3,7708,15,19655.4
575,2025-03-21,UK,Running,Air Zoom Alphafly,Unisex,10,Online,1,12953,5,12305.35
